val_loss,val_acc,train_loss
0.39508506655693054,0.9125000238418579,0.39439624547958374
0.39323702454566956,0.9150000214576721,0.38431286811828613
0.40048545598983765,0.909000039100647,0.37935569882392883
0.3937342166900635,0.9135000705718994,0.39206454157829285
0.39504772424697876,0.9140000939369202,0.3918322026729584
0.39017823338508606,0.921500027179718,0.38882195949554443
0.39134201407432556,0.9155000448226929,0.3812466859817505
0.39297714829444885,0.9175000190734863,0.3800915777683258
0.39160701632499695,0.9169999957084656,0.3857986032962799
0.3952884376049042,0.9119999408721924,0.38388729095458984
0.38915637135505676,0.9185000061988831,0.37328675389289856
0.388759583234787,0.9214999675750732,0.38058799505233765
0.3879241943359375,0.9200000166893005,0.38632816076278687
0.38552629947662354,0.9235000014305115,0.3716534376144409
0.3855017125606537,0.924000084400177,0.37521713972091675
0.3866828680038452,0.921999990940094,0.37238961458206177
0.39205214381217957,0.9169999957084656,0.38799744844436646
0.38396361470222473,0.9240000247955322,0.37357765436172485
0.38706353306770325,0.9205000400543213,0.3752007782459259
0.38293829560279846,0.9269999861717224,0.3743814527988434
0.3835906684398651,0.9259998798370361,0.3704180121421814
0.3794848918914795,0.9315000176429749,0.37701186537742615
0.3822426199913025,0.9290000796318054,0.3718295991420746
0.384185254573822,0.9239999651908875,0.36655890941619873
0.37955498695373535,0.9300000071525574,0.36687713861465454
0.3788449168205261,0.9315000176429749,0.36553099751472473
0.38161396980285645,0.9279999732971191,0.36707085371017456
0.3810432553291321,0.9294999837875366,0.36377620697021484
0.3779907524585724,0.9304999709129333,0.3670267164707184
0.37457239627838135,0.9359999895095825,0.35846343636512756
0.37557756900787354,0.9339999556541443,0.3684157133102417
0.37518736720085144,0.9350000023841858,0.3620796203613281
0.37139374017715454,0.9375,0.3585914373397827
0.37748950719833374,0.9330000281333923,0.3532881438732147
0.3736276924610138,0.9350000619888306,0.3623823821544647
0.36961743235588074,0.9420000314712524,0.3576377034187317
0.3749295175075531,0.934499979019165,0.3617425560951233
0.3742644488811493,0.9369999766349792,0.3609057664871216
0.3694268763065338,0.9419999718666077,0.35615965723991394
0.36897513270378113,0.9415000081062317,0.3546217679977417
0.37060701847076416,0.9390000104904175,0.3534925580024719
0.3739873766899109,0.9359999895095825,0.3565113842487335
0.3727891445159912,0.9369999766349792,0.35380691289901733
0.3867597281932831,0.9240000247955322,0.3609805405139923
0.3710063695907593,0.9399999976158142,0.356486976146698
0.3695788085460663,0.9394999742507935,0.3516901433467865
0.36847251653671265,0.9429999589920044,0.3569135367870331
0.36536189913749695,0.9449999928474426,0.35476934909820557
0.36606892943382263,0.9464999437332153,0.356932133436203
0.36771026253700256,0.9435000419616699,0.3461546301841736
